INDEX,FLIGHTDATE,FLIGHTNO,ORIGIN,ORIGIN_STATION,ORIGINOBSERVATIONTIME,STATION,DATE,REPORT_TYPE,ORIGIN_UA_OBS,VIS_METERS
1520,20180803,979,EWR,72502014734,2018-08-04 01:51:00+00:00,72502014734,2018-08-04 01:51:00+00:00,FM-15,MET10708/03/18 20:51:01 METAR KEWR 040151Z 18006KT 10SM FEW040 FEW100 SCT250 26/22 A3013 RMK AO2 SLP202 T02560222,16093.0
1521,20180803,1181,IAH,72243012960,2018-08-04 02:53:00+00:00,72243012960,2018-08-04 02:53:00+00:00,FM-15,MET09908/03/18 20:53:01 METAR KIAH 040253Z 15006KT 10SM FEW250 28/23 A3000 RMK AO2 SLP157 T02780228 53014,16093.0
1523,20180807,1528,IAH,72243012960,2018-08-07 17:53:00+00:00,72243012960,2018-08-07 17:53:00+00:00,FM-15,MET15108/07/18 11:53:02 METAR KIAH 071753Z VRB04KT 10SM SCT048 SCT250 33/23 A3004 RMK AO2 LTG DSNT SE SLP172 SHRA DSNT NE-E T03330228 10333 20244 58016 (JAG),16093.0
1522,20180807,2260,SFO,72494023234,2018-08-08 04:56:00+00:00,72494023234,2018-08-08 04:56:00+00:00,FM-15,MET10008/07/18 20:56:01 METAR KSFO 080456Z 30013KT 10SM FEW008 SCT200 13/12 A2989 RMK AO2 SLP123 T01330117,16093.0
1526,20180808,789,DEN,72565003017,2018-08-08 15:05:00+00:00,72565003017,2018-08-08 15:05:00+00:00,FM-16,MET11208/08/18 08:05:02 SPECI KDEN 081505Z 04009KT 5SM HZ BKN008 OVC050 17/14 A3029 RMK AO2 LTG DSNT E T01670139 (MAD),8047.0
1528,20180808,532,ORD,72530094846,2018-08-08 16:51:00+00:00,72530094846,2018-08-08 16:51:00+00:00,FM-15,MET11208/08/18 10:51:02 METAR KORD 081651Z 02008KT 10SM FEW023 SCT034 BKN055 26/18 A2995 RMK AO2 SLP139 T02560178 (JD),16093.0
1529,20180808,797,LAX,72295023174,2018-08-08 17:53:00+00:00,72295023174,2018-08-08 17:53:00+00:00,FM-15,MET15008/08/18 09:53:02 METAR KLAX 081753Z 10010KT 8SM FEW010 FEW110 SCT180 33/11 A2993 RMK AO2 SLP132 FU FEW110 FU SCT180 T03280111 10328 20211 50002 (DMQ),12875.0
1530,20180808,1666,EWR,72502014734,2018-08-08 18:51:00+00:00,72502014734,2018-08-08 18:51:00+00:00,FM-15,MET10808/08/18 13:51:02 METAR KEWR 081851Z VRB06G15KT 10SM SCT055 BKN250 34/21 A2983 RMK AO2 SLP102 T03390206 (DH),16093.0
1524,20180808,1448,IAD,72403093738,2018-08-09 02:52:00+00:00,72403093738,2018-08-09 02:52:00+00:00,FM-15,MET10608/08/18 21:52:01 METAR KIAD 090252Z 31007KT 10SM SCT048 SCT090 26/22 A2989 RMK AO2 SLP119 T02560217 51015,16093.0
1525,20180808,815,DEN,72565003017,2018-08-09 04:53:00+00:00,72565003017,2018-08-09 04:53:00+00:00,FM-15,MET09308/08/18 21:53:02 METAR KDEN 090453Z 18011KT 10SM FEW250 18/09 A3025 RMK AO2 SLP175 T01830089,16093.0
1527,20180808,257,SFO,72494023234,2018-08-09 05:56:00+00:00,72494023234,2018-08-09 05:56:00+00:00,FM-15,MET11108/08/18 21:56:01 METAR KSFO 090556Z 29014KT 10SM FEW004 13/11 A2994 RMK AO2 SLP140 T01280111 10183 20128 51013,16093.0
1533,20180811,1415,EWR,72502014734,2018-08-11 16:51:00+00:00,72502014734,2018-08-11 16:51:00+00:00,FM-15,MET11508/11/18 11:51:02 METAR KEWR 111651Z 10007KT 10SM FEW015 SCT043 BKN095 25/21 A2995 RMK AO2 SLP142 T02500206 $ (GAH),16093.0
1532,20180811,805,IAH,72243012960,2018-08-11 16:53:00+00:00,72243012960,2018-08-11 16:53:00+00:00,FM-15,MET13708/11/18 10:53:02 METAR KIAH 111653Z 00000KT 10SM SCT025 SCT048 BKN180 31/24 A3003 RMK AO2 LTG DSNT SE SLP168 CB DSNT E-SE T03110244 (MS),16093.0
1531,20180811,444,SFO,72494023234,2018-08-11 23:56:00+00:00,72494023234,2018-08-11 23:56:00+00:00,FM-15,MET14608/11/18 15:56:02 METAR KSFO 112356Z 28019G24KT 10SM FEW009 FEW180 21/12 A2994 RMK AO2 PK WND 29026/2301 SLP138 T02110122 10233 20206 56014 $ (MP),16093.0
1534,20180811,670,ORD,72530094846,2018-08-12 02:51:00+00:00,72530094846,2018-08-12 02:51:00+00:00,FM-15,MET09808/11/18 20:51:01 METAR KORD 120251Z 00000KT 10SM CLR 24/16 A3004 RMK AO2 SLP168 T02440156 53012 $,16093.0
1537,20180812,1651,ORD,72530094846,2018-08-12 11:51:00+00:00,72530094846,2018-08-12 11:51:00+00:00,FM-15,MET11408/12/18 05:51:02 METAR KORD 121151Z 31003KT 8SM CLR 22/19 A3010 RMK AO2 SLP188 T02170189 10233 20211 53007 $ (JR),12875.0
1538,20180812,641,IAD,72403093738,2018-08-12 12:16:00+00:00,72403093738,2018-08-12 12:16:00+00:00,FM-16,MET09808/12/18 07:16:02 SPECI KIAD 121216Z 05007KT 10SM BKN010 BKN130 23/22 A3003 RMK AO2 T02330217 (TH),16093.0
1535,20180812,992,ORD,72530094846,2018-08-12 12:51:00+00:00,72530094846,2018-08-12 12:51:00+00:00,FM-15,MET09608/12/18 06:51:02 METAR KORD 121251Z 01005KT 8SM CLR 24/19 A3012 RMK AO2 SLP195 T02390189 $ (JR),12875.0
1536,20180812,1083,EWR,72502014734,2018-08-12 13:06:00+00:00,72502014734,2018-08-12 13:06:00+00:00,FM-16,MET10708/12/18 08:06:02 SPECI KEWR 121306Z 01006KT 8SM SCT009 BKN018 BKN150 23/23 A3002 RMK AO2 T02280228 $ (MVC),12875.0
1546,20180813,2261,SFO,72494023234,2018-08-13 19:56:00+00:00,72494023234,2018-08-13 19:56:00+00:00,FM-15,MET10108/13/18 11:56:02 METAR KSFO 131956Z 28015G19KT 10SM SCT014 19/12 A2999 RMK AO2 SLP156 T01890122 (SI),16093.0
1543,20180813,2154,LAX,72295023174,2018-08-13 20:53:00+00:00,72295023174,2018-08-13 20:53:00+00:00,FM-15,MET10608/13/18 12:53:02 METAR KLAX 132053Z 27012KT 10SM FEW025 26/18 A2995 RMK AO2 SLP141 T02610183 58013 $ (RA),16093.0
1544,20180813,242,SFO,72494023234,2018-08-13 20:56:00+00:00,72494023234,2018-08-13 20:56:00+00:00,FM-15,MET10708/13/18 12:56:02 METAR KSFO 132056Z 28013G21KT 10SM SCT015 19/12 A2998 RMK AO2 SLP152 T01890122 58008 (SI),16093.0
1549,20180813,1485,DEN,72565003017,2018-08-13 21:53:00+00:00,72565003017,2018-08-13 21:53:00+00:00,FM-15,MET10608/13/18 14:53:02 METAR KDEN 132153Z 07008KT 10SM FEW100 FEW220 31/04 A3003 RMK AO2 SLP087 T03110039 (JTH),16093.0
1554,20180813,1578,IAH,72243012960,2018-08-13 22:53:00+00:00,72243012960,2018-08-13 22:53:00+00:00,FM-15,MET10508/13/18 16:53:02 METAR KIAH 132253Z 17011KT 10SM FEW055 SCT250 33/22 A2996 RMK AO2 SLP145 T03330222 (MS),16093.0
1550,20180813,1223,ORD,72530094846,2018-08-13 23:51:00+00:00,72530094846,2018-08-13 23:51:00+00:00,FM-15,MET12408/13/18 17:51:02 METAR KORD 132351Z 10007KT 10SM FEW055 FEW075 29/15 A2999 RMK AO2 SLP153 T02890150 10317 20289 56009 (KLC),16093.0
1539,20180813,994,EWR,72502014734,2018-08-13 23:51:00+00:00,72502014734,2018-08-13 23:51:00+00:00,FM-15,MET15108/13/18 18:51:02 METAR KEWR 132351Z VRB03KT 10SM FEW009 BKN012 BKN060 23/22 A2989 RMK AO2 RAB11E50 SLP121 P0002 60002 T02330222 10233 20222 55004 (SS),16093.0
1558,20180813,444,SFO,72494023234,2018-08-13 23:56:00+00:00,72494023234,2018-08-13 23:56:00+00:00,FM-15,MET12308/13/18 15:56:02 METAR KSFO 132356Z 27016KT 10SM FEW006 BKN013 17/12 A2994 RMK AO2 SLP137 T01720122 10194 20167 56015 (AK),16093.0
1556,20180813,2323,EWR,72502014734,2018-08-14 00:51:00+00:00,72502014734,2018-08-14 00:51:00+00:00,FM-15,MET10708/13/18 19:51:01 METAR KEWR 140051Z 00000KT 10SM FEW009 SCT012 BKN060 23/22 A2989 RMK AO2 SLP121 T02330222,16093.0
1545,20180813,1888,IAH,72243012960,2018-08-14 01:53:00+00:00,72243012960,2018-08-14 01:53:00+00:00,FM-15,MET10008/13/18 19:53:02 METAR KIAH 140153Z 17007KT 10SM FEW035 BKN250 29/23 A2998 RMK AO2 SLP150 T02890228,16093.0
1547,20180813,670,ORD,72530094846,2018-08-14 02:51:00+00:00,72530094846,2018-08-14 02:51:00+00:00,FM-15,MET09908/13/18 20:51:02 METAR KORD 140251Z 17003KT 10SM FEW070 26/15 A3003 RMK AO2 SLP163 T02610150 51011,16093.0
1541,20180813,1413,SFO,72494023234,2018-08-14 04:56:00+00:00,72494023234,2018-08-14 04:56:00+00:00,FM-15,MET10708/13/18 20:56:01 METAR KSFO 140456Z 26010KT 10SM FEW006 SCT008 BKN010 14/12 A2994 RMK AO2 SLP139 T01390117,16093.0
1555,20180813,1606,DEN,72565003017,2018-08-14 05:53:00+00:00,72565003017,2018-08-14 05:53:00+00:00,FM-15,MET11108/13/18 22:53:01 METAR KDEN 140553Z 12006KT 10SM FEW220 19/12 A3009 RMK AO2 SLP109 T01890122 10306 20183 51009,16093.0
1557,20180813,1685,LIH,91165022536,2018-08-14 05:53:00+00:00,91165022536,2018-08-14 05:53:00+00:00,FM-15,MET11808/13/18 19:53:01 METAR PHLI 140553Z 06010KT 10SM SCT018 OVC049 26/23 A3006 RMK AO2 SLP177 T02610228 10300 20261 53010,16093.0
1551,20180813,1731,KOA,91197521510,2018-08-14 06:53:00+00:00,91197521510,2018-08-14 06:53:00+00:00,FM-15,MET10008/13/18 20:53:02 METAR PHKO 140653Z 22006KT 10SM FEW021 SCT038 26/21 A3002 RMK AO2 SLP165 T02610211,16093.0
1542,20180813,383,HNL,91182022521,2018-08-14 06:53:00+00:00,91182022521,2018-08-14 06:53:00+00:00,FM-15,MET10008/13/18 20:53:02 METAR PHNL 140653Z 08008KT 10SM FEW024 FEW035 26/19 A3004 RMK AO2 SLP173 T02610194,16093.0
1540,20180813,2402,LAX,72295023174,2018-08-14 06:53:00+00:00,72295023174,2018-08-14 06:53:00+00:00,FM-15,MET09508/13/18 22:53:02 METAR KLAX 140653Z 24005KT 10SM BKN011 21/18 A2993 RMK AO2 SLP131 T02110178 $,16093.0
1553,20180813,1430,OGG,91190022516,2018-08-14 06:54:00+00:00,91190022516,2018-08-14 06:54:00+00:00,FM-15,MET09308/13/18 20:54:02 METAR PHOG 140654Z 06009G19KT 10SM CLR 26/23 A3003 RMK AO2 SLP175 T02560228,16093.0
1548,20180813,2360,SFO,72494023234,2018-08-14 06:56:00+00:00,72494023234,2018-08-14 06:56:00+00:00,FM-15,MET10708/13/18 22:56:02 METAR KSFO 140656Z 25009KT 10SM FEW005 SCT007 OVC010 14/12 A2995 RMK AO2 SLP140 T01440122,16093.0
1552,20180813,1104,ANC,70273026451,2018-08-14 07:53:00+00:00,70273026451,2018-08-14 07:53:00+00:00,FM-15,MET12108/13/18 22:53:02 METAR PANC 140753Z 17012G19KT 10SM BKN031 OVC070 13/08 A2966 RMK AO2 PK WND 16026/0704 SLP043 T01330078,16093.0
1560,20180814,530,EWR,72502014734,2018-08-14 09:02:00+00:00,72502014734,2018-08-14 09:02:00+00:00,FM-16,MET12408/14/18 04:02:02 SPECI KEWR 140902Z 27004KT 1/2SM R04R/P6000FT BR OVC003 19/19 A2986 RMK AO2 SFC VIS 2 1/2 T01940194 $ (DH),805.0
1571,20180814,1819,IAD,72403093738,2018-08-14 09:52:00+00:00,72403093738,2018-08-14 09:52:00+00:00,FM-15,MET09908/14/18 04:52:02 METAR KIAD 140952Z 26003KT 10SM BKN250 18/17 A2993 RMK AO2 SLP134 T01830167 (MJL),16093.0
1576,20180814,1629,EWR,72502014734,2018-08-14 10:18:00+00:00,72502014734,2018-08-14 10:18:00+00:00,FM-16,MET13808/14/18 05:18:02 SPECI KEWR 141018Z 00000KT 2SM R04R/5500VP6000FT BR FEW003 BKN005 BKN011 19/19 A2988 RMK AO2 VIS E-SE 1 T01940194 $ (DH),3219.0
1568,20180814,707,ORD,72530094846,2018-08-14 10:51:00+00:00,72530094846,2018-08-14 10:51:00+00:00,FM-15,MET09708/14/18 04:51:02 METAR KORD 141051Z 26005KT 8SM CLR 22/17 A3000 RMK AO2 SLP153 T02170167 $ (SMN),12875.0
1562,20180814,802,OMA,72550014942,2018-08-14 10:52:00+00:00,72550014942,2018-08-14 10:52:00+00:00,FM-15,MET09808/14/18 04:52:02 METAR KOMA 141052Z 01005KT 10SM OVC200 22/20 A2991 RMK AO2 SLP119 T02220200 (MH),16093.0
1565,20180814,1563,IAH,72243012960,2018-08-14 10:53:00+00:00,72243012960,2018-08-14 10:53:00+00:00,FM-15,MET10408/14/18 04:53:02 METAR KIAH 141053Z 17004KT 8SM SCT024 SCT250 24/24 A2998 RMK AO2 SLP151 T02390239 (CB),12875.0
1563,20180814,2320,EWR,72502014734,2018-08-14 11:13:00+00:00,72502014734,2018-08-14 11:13:00+00:00,FM-16,MET10708/14/18 06:13:02 SPECI KEWR 141113Z 25004KT 10SM FEW003 SCT008 BKN011 19/19 A2988 RMK AO2 T01940194 $ (DH),16093.0
1572,20180814,2188,ICT,72450003928,2018-08-14 11:26:00+00:00,72450003928,2018-08-14 11:26:00+00:00,FM-16,MET11008/14/18 05:26:02 SPECI KICT 141126Z 18005KT 5SM BR SCT007 SCT021 SCT120 21/21 A2990 RMK AO2 T02110211 $ (RDC),8047.0
1564,20180814,1910,SAT,72253012921,2018-08-14 11:51:00+00:00,72253012921,2018-08-14 11:51:00+00:00,FM-15,MET13008/14/18 05:51:02 METAR KSAT 141151Z 15007KT 10SM BKN015 BKN030 BKN250 25/22 A3000 RMK AO2 SLP138 T02500217 10256 20244 53005 (CM),16093.0
1573,20180814,1651,ORD,72530094846,2018-08-14 11:51:00+00:00,72530094846,2018-08-14 11:51:00+00:00,FM-15,MET11708/14/18 05:51:02 METAR KORD 141151Z 24005KT 6SM HZ CLR 22/17 A3000 RMK AO2 SLP154 T02220167 10239 20217 53004 $ (WS),9656.0
1566,20180814,1224,CID,72545014990,2018-08-14 11:52:00+00:00,72545014990,2018-08-14 11:52:00+00:00,FM-15,MET12108/14/18 05:52:02 METAR KCID 141152Z 16005KT 6SM HZ CLR 18/17 A2997 RMK AO2 SLP143 7//// T01830172 10200 20167 58002 (AB),9656.0
1575,20180814,237,DFW,72259003927,2018-08-14 11:53:00+00:00,72259003927,2018-08-14 11:53:00+00:00,FM-15,MET16008/14/18 05:53:02 METAR KDFW 141153Z 17013G19KT 9SM -RA FEW016 BKN090 OVC110 24/22 A2994 RMK AO2 RAB02 SLP130 P0001 60006 70037 T02390217 10250 20233 53005 (WF),14484.0
1567,20180814,1872,TUL,72356013968,2018-08-14 11:53:00+00:00,72356013968,2018-08-14 11:53:00+00:00,FM-15,MET14108/14/18 05:53:02 METAR KTUL 141153Z 16007KT 10SM BKN009 OVC065 23/22 A2991 RMK AO2 LTG DSNT SE SLP119 70012 T02280217 10228 20222 58001 (WM),16093.0
1559,20180814,399,AUS,72254013904,2018-08-14 11:53:00+00:00,72254013904,2018-08-14 11:53:00+00:00,FM-15,MET12408/14/18 05:53:02 METAR KAUS 141153Z 19004KT 8SM FEW020 SCT200 23/23 A2999 RMK AO2 SLP142 T02330228 10256 20233 53007 $ (DP),12875.0
1570,20180814,1864,MSP,72658014922,2018-08-14 11:53:00+00:00,72658014922,2018-08-14 11:53:00+00:00,FM-15,MET12908/14/18 05:53:02 METAR KMSP 141153Z 17005KT 7SM FEW055 SCT085 OVC300 24/19 A2992 RMK AO2 SLP125 T02390194 10261 20239 58006 (AP),11265.0
1574,20180814,831,DSM,72546014933,2018-08-14 11:54:00+00:00,72546014933,2018-08-14 11:54:00+00:00,FM-15,MET13108/14/18 05:54:02 METAR KDSM 141154Z 13005KT 10SM FEW075 SCT200 OVC250 21/17 A2994 RMK AO2 SLP129 T02110167 10239 20211 55000 (JDB),16093.0
1561,20180814,1945,BIL,72677024033,2018-08-14 12:23:00+00:00,72677024033,2018-08-14 12:23:00+00:00,FM-16,MET16708/14/18 05:23:02 SPECI KBIL 141223Z 04007KT 9SM FEW050 BKN110 13/12 A3005 RMK AO2 LTG DSNT E AND SE RAE13 TSB01E23 OCNL LTG DSNT E-S CB DSNT E-S P0001 T01330117 (DAO),14484.0
1569,20180814,641,IAD,72403093738,2018-08-14 12:52:00+00:00,72403093738,2018-08-14 12:52:00+00:00,FM-15,MET11208/14/18 07:52:02 METAR KIAD 141252Z 27007KT 10SM FEW060 SCT150 SCT250 22/17 A2998 RMK AO2 SLP148 T02220167 (TH),16093.0
1577,20180818,550,EWR,72502014734,2018-08-19 01:51:00+00:00,72502014734,2018-08-19 01:51:00+00:00,FM-15,MET12108/18/18 20:51:01 METAR KEWR 190151Z 02013KT 10SM FEW014 SCT075 BKN100 23/20 A2985 RMK AO2 RAE02 SLP107 P0000 T02330200 $,16093.0
1578,20180818,1537,EWR,72502014734,2018-08-19 01:51:00+00:00,72502014734,2018-08-19 01:51:00+00:00,FM-15,MET12108/18/18 20:51:01 METAR KEWR 190151Z 02013KT 10SM FEW014 SCT075 BKN100 23/20 A2985 RMK AO2 RAE02 SLP107 P0000 T02330200 $,16093.0
1579,20180819,2167,ORD,72530094846,2018-08-19 16:51:00+00:00,72530094846,2018-08-19 16:51:00+00:00,FM-15,MET09908/19/18 10:51:02 METAR KORD 191651Z VRB04KT 10SM SCT035 28/18 A3000 RMK AO2 SLP154 T02780178 (BLH),16093.0
1584,20180821,1685,LIH,91165022536,2018-08-22 05:53:00+00:00,91165022536,2018-08-22 05:53:00+00:00,FM-15,MET12408/21/18 19:53:01 METAR PHLI 220553Z 04015KT 10SM SCT026 BKN042 27/22 A3002 RMK AO2 SLP164 60000 T02670222 10306 20267 53008,16093.0
1580,20180821,383,HNL,91182022521,2018-08-22 06:53:00+00:00,91182022521,2018-08-22 06:53:00+00:00,FM-15,MET11008/21/18 20:53:01 METAR PHNL 220653Z 06015G22KT 10SM FEW025 SCT038 SCT046 27/20 A3000 RMK AO2 SLP157 T02720200,16093.0
1582,20180821,1731,KOA,91197521510,2018-08-22 06:53:00+00:00,91197521510,2018-08-22 06:53:00+00:00,FM-15,MET09308/21/18 20:53:01 METAR PHKO 220653Z 16007KT 10SM BKN044 26/21 A2993 RMK AO2 SLP134 T02610211,16093.0
1583,20180821,1430,OGG,91190022516,2018-08-22 06:54:00+00:00,91190022516,2018-08-22 06:54:00+00:00,FM-15,MET10008/21/18 20:54:01 METAR PHOG 220654Z 08011KT 10SM FEW025 SCT050 25/21 A3000 RMK AO2 SLP165 T02500211,16093.0
1581,20180821,1104,ANC,70273026451,2018-08-22 07:53:00+00:00,70273026451,2018-08-22 07:53:00+00:00,FM-15,MET11908/21/18 22:53:01 METAR PANC 220753Z 15003KT 10SM FEW005 BKN075 OVC100 13/12 A2973 RMK AO2 RAE50 SLP069 P0000 T01330122,16093.0
1585,20180822,694,EWR,72502014734,2018-08-22 09:51:00+00:00,72502014734,2018-08-22 09:51:00+00:00,FM-15,MET11308/22/18 04:51:02 METAR KEWR 220951Z 24005KT 10SM SCT007 BKN014 BKN140 22/22 A2971 RMK AO2 SLP060 T02220217 (MVC),16093.0
1594,20180822,1819,IAD,72403093738,2018-08-22 09:52:00+00:00,72403093738,2018-08-22 09:52:00+00:00,FM-15,MET09908/22/18 04:52:02 METAR KIAD 220952Z 00000KT 10SM FEW250 20/20 A2978 RMK AO2 SLP082 T02000200 (MJL),16093.0
1593,20180822,802,OMA,72550014942,2018-08-22 10:52:00+00:00,72550014942,2018-08-22 10:52:00+00:00,FM-15,MET10008/22/18 04:52:02 METAR KOMA 221052Z 36003KT 7SM SCT180 14/13 A3026 RMK AO2 SLP242 T01440133 $ (GDS),11265.0
1589,20180822,399,AUS,72254013904,2018-08-22 10:53:00+00:00,72254013904,2018-08-22 10:53:00+00:00,FM-15,MET10508/22/18 04:53:02 METAR KAUS 221053Z 18006KT 10SM BKN150 BKN200 26/22 A3011 RMK AO2 SLP183 T02610217 (DP),16093.0
1587,20180822,654,CID,72545014990,2018-08-22 11:52:00+00:00,72545014990,2018-08-22 11:52:00+00:00,FM-15,MET11508/22/18 05:52:02 METAR KCID 221152Z 32005KT 6SM BR CLR 12/12 A3020 RMK AO2 SLP225 T01170117 10139 20117 53006 (AB),9656.0
1588,20180822,1864,MSP,72658014922,2018-08-22 11:53:00+00:00,72658014922,2018-08-22 11:53:00+00:00,FM-15,MET11208/22/18 05:53:02 METAR KMSP 221153Z 22003KT 8SM CLR 14/12 A3020 RMK AO2 SLP225 T01390117 10172 20139 53008 (PL),12875.0
1590,20180822,1401,MCI,72446003947,2018-08-22 11:53:00+00:00,72446003947,2018-08-22 11:53:00+00:00,FM-15,MET11808/22/18 05:53:02 METAR KMCI 221153Z 36004KT 3SM BR BKN200 16/15 A3026 RMK AO2 SLP239 T01610150 10183 20161 53014 (SN),4828.0
1591,20180822,237,DFW,72259003927,2018-08-22 11:53:00+00:00,72259003927,2018-08-22 11:53:00+00:00,FM-15,MET12308/22/18 05:53:02 METAR KDFW 221153Z 09003KT 10SM FEW100 BKN300 23/18 A3015 RMK AO2 SLP201 T02280183 10261 20222 51013 (WF),16093.0
1595,20180822,2188,ICT,72450003928,2018-08-22 11:53:00+00:00,72450003928,2018-08-22 11:53:00+00:00,FM-15,MET16508/22/18 05:53:02 METAR KICT 221153Z 08005KT 10SM SCT040 SCT110 BKN140 19/18 A3024 RMK AO2 RAE24 SLP228 CB MOVD E P0000 60001 70001 T01940183 10217 20194 55002 (RDC),16093.0
1586,20180822,1872,TUL,72356013968,2018-08-22 11:53:00+00:00,72356013968,2018-08-22 11:53:00+00:00,FM-15,MET15108/22/18 05:53:02 METAR KTUL 221153Z 34007KT 8SM -RA SCT055 BKN085 OVC110 21/21 A3023 RMK AO2 RAB29 SLP229 P0000 60000 T02110206 10222 20211 53023 (WM),12875.0
1592,20180822,831,DSM,72546014933,2018-08-22 11:54:00+00:00,72546014933,2018-08-22 11:54:00+00:00,FM-15,MET12808/22/18 05:54:02 METAR KDSM 221154Z 00000KT 5SM MIFG SCT250 13/13 A3024 RMK AO2 SLP237 MIFG NW T01330128 10161 20128 53009 (WS),8047.0
1596,20180823,144,EWR,72502014734,2018-08-24 01:51:00+00:00,72502014734,2018-08-24 01:51:00+00:00,FM-15,MET09308/23/18 20:51:01 METAR KEWR 240151Z 28007KT 10SM FEW070 22/13 A3008 RMK AO2 SLP186 T02220133,16093.0
1597,20180824,2183,ORD,72530094846,2018-08-25 02:26:00+00:00,72530094846,2018-08-25 02:26:00+00:00,FM-16,MET11108/24/18 20:26:01 SPECI KORD 250226Z 18008KT 4SM -DZ BR BKN007 OVC010 18/17 A2993 RMK AO2 DZB03 P0000 T01780167,6437.0
1599,20180825,134,EWR,72502014734,2018-08-25 22:51:00+00:00,72502014734,2018-08-25 22:51:00+00:00,FM-15,MET10608/25/18 17:51:02 METAR KEWR 252251Z 14008KT 10SM FEW045 SCT280 24/15 A3021 RMK AO2 SLP231 T02440150 (GAH),16093.0
1598,20180825,52,IAD,72403093738,2018-08-25 22:52:00+00:00,72403093738,2018-08-25 22:52:00+00:00,FM-15,MET11208/25/18 17:52:02 METAR KIAD 252252Z 16005KT 10SM FEW060 SCT120 BKN250 24/16 A3019 RMK AO2 SLP221 T02440156 (JH),16093.0
1601,20180826,628,LGA,72503014732,2018-08-26 10:51:00+00:00,72503014732,2018-08-26 10:51:00+00:00,FM-15,MET12208/26/18 05:51:02 METAR KLGA 261051Z 21006KT 10SM FEW024TCU SCT055 SCT 22/16 A3017 RMK AO2 SLP217 TCU E-SE T02220161 (ATK),16093.0
1604,20180826,2001,EWR,72502014734,2018-08-26 10:51:00+00:00,72502014734,2018-08-26 10:51:00+00:00,FM-15,MET11308/26/18 05:51:02 METAR KEWR 261051Z 22004KT 10SM FEW050 SCT140 SCT220 19/16 A3018 RMK AO2 SLP218 T01940161 (MVC),16093.0
1623,20180826,2133,ALB,72518014735,2018-08-26 10:51:00+00:00,72518014735,2018-08-26 10:51:00+00:00,FM-15,MET10508/26/18 05:51:02 METAR KALB 261051Z 16005KT 10SM FEW150 FEW220 18/15 A3014 RMK AO2 SLP203 T01830150 (MM),16093.0
1621,20180826,2196,FLL,74783012849,2018-08-26 10:53:00+00:00,74783012849,2018-08-26 10:53:00+00:00,FM-15,MET11308/26/18 05:53:02 METAR KFLL 261053Z 10007KT 10SM FEW035 FEW080 SCT200 27/25 A3008 RMK AO2 SLP185 T02720250 (JNR),16093.0
1614,20180826,588,TPA,72211012842,2018-08-26 10:53:00+00:00,72211012842,2018-08-26 10:53:00+00:00,FM-15,MET12708/26/18 05:53:02 METAR KTPA 261053Z 06004KT 10SM FEW010 FEW030 SCT190 24/22 A3012 RMK AO2 SLP200 TCU DSNT S-SW T02440222 (BDS),16093.0
1607,20180826,547,YYZ,71624099999,2018-08-26 11:00:00+00:00,71624099999,2018-08-26 11:00:00+00:00,FM-15,MET087METAR CYYZ 261100Z 23006KT 6SM BR FEW075 21/20 A2999 RMK AC2 SLP157 DENSITY ALT 1300FT=,9656.0
1602,20180826,1637,ORF,72308013737,2018-08-26 11:51:00+00:00,72308013737,2018-08-26 11:51:00+00:00,FM-15,MET10808/26/18 06:51:02 METAR KORF 261151Z 00000KT 10SM CLR 23/22 A3022 RMK AO2 SLP231 T02330222 10233 20211 53008,16093.0
1605,20180826,2069,CLE,72524014820,2018-08-26 11:51:00+00:00,72524014820,2018-08-26 11:51:00+00:00,FM-15,MET14308/26/18 06:51:02 METAR KCLE 261151Z 19009KT 8SM FEW024 BKN035 BKN055 23/21 A3011 RMK AO2 SLP190 60013 70014 T02280211 10228 20217 53007 $ (AP),12875.0
1600,20180826,795,BDL,72508014740,2018-08-26 11:51:00+00:00,72508014740,2018-08-26 11:51:00+00:00,FM-15,MET12308/26/18 06:51:02 METAR KBDL 261151Z 18005KT 10SM FEW150 BKN240 17/16 A3017 RMK AO2 SLP216 T01720161 10172 20128 58003 (TH),16093.0
1613,20180826,605,DCA,72405013743,2018-08-26 11:52:00+00:00,72405013743,2018-08-26 11:52:00+00:00,FM-15,MET12408/26/18 06:52:02 METAR KDCA 261152Z 17006KT 10SM FEW150 FEW250 21/18 A3020 RMK AO2 SLP226 T02110178 10217 20200 53004 (CEC),16093.0
1622,20180826,531,DCA,72405013743,2018-08-26 11:52:00+00:00,72405013743,2018-08-26 11:52:00+00:00,FM-15,MET12408/26/18 06:52:02 METAR KDCA 261152Z 17006KT 10SM FEW150 FEW250 21/18 A3020 RMK AO2 SLP226 T02110178 10217 20200 53004 (CEC),16093.0
1618,20180826,1439,CID,72545014990,2018-08-26 11:52:00+00:00,72545014990,2018-08-26 11:52:00+00:00,FM-15,MET11508/26/18 05:52:02 METAR KCID 261152Z 15004KT 10SM CLR 20/19 A2997 RMK AO2 SLP144 T02000194 10206 20183 53005 $ (MD),16093.0
1625,20180826,446,OMA,72550014942,2018-08-26 11:52:00+00:00,72550014942,2018-08-26 11:52:00+00:00,FM-15,MET14108/26/18 05:52:02 METAR KOMA 261152Z 17012KT 10SM FEW040 SCT090 BKN140 26/22 A2988 RMK AO2 LTG DSNT S SLP106 T02560217 10261 20250 53001 (BL),16093.0
